6331,60445,Jonathan dos Santos,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,0.112232,0.185271,89
6784,98322,Denis Cheryshev,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0
8805,37579,Alexandre Pato,1989,30.06.2007,NA,NA,0,30.06.2008,0.0461968,0.185582,1469,30.06.2009,0.112904,0.186883,4087
7403,127048,Cedric Bakambu,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,0.00145003,0.0850843,140
6893,214316,Luciano Vietto,1993,30.06.2011,NA,NA,0,30.06.2012,-0.0912325,0.0528969,19,30.06.2013,-0.0145058,0.0989318,2621
20897,129561,Sergey Chernik,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
7019,56802,Vincent Muratori,1987,30.06.2005,NA,NA,0,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0
68211,205497,Tobias Badila Kouendolo,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,NA,NA,0
67729,77348,Julien Cetout,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
7626,66791,Diallo Guidileye,1989,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0,30.06.2009,-0.0750547,0.01816,2046
68014,127098,Anthony Koura,1993,30.06.2011,NA,NA,0,30.06.2012,-0.0747018,0.052269,116,30.06.2013,-0.0829612,0.00579723,1323
11782,85295,Ivan Balliu,1992,30.06.2010,NA,NA,0,30.06.2011,-0.0256175,0.081458,152,30.06.2012,0.0257366,0.109537,1898
7666,170927,Simon Falette,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,-0.0230365,0.0643673,92
9773,98274,Jonathan Rivierez,1989,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0
4627,52112,Georges Constant Mandjeck,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
68054,222859,Florent Mollet,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
4901,53173,Philipp Wollscheid,1989,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0
7437,81460,Nolan Roux,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
3753,61637,Emmanuel Riviere,1990,30.06.2008,NA,NA,0,30.06.2009,-0.00527098,0.0981273,118,30.06.2010,-0.0141225,0.0561574,1854
52638,216714,Geronimo Poblete,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
11874,203655,Cafu,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,NA,NA,0
